Int_ID,Global_ID,Sample_ID,Sample_Description,Oil_Field,Facility_Name,County,Sampling_Date,Link,Source_Type,Detect_Limit,Datum,Latitude,Longitude,Geography_Description,Alkalinity_CaCO3,HCO3Alk_CaCO3,CO3Alk_CaCO3,OHAlk_CaCO3,Hardness_CaCO3,Specific_Conductance,TDS,Temp_C,pH,HCO3,CO3,OH,Br,Cl,SO4,Ca,Mg,K,Na,B,As,Ba,Fe,Mn,Se,Sr,Deuterium,Oxygen_18,NH3,NH4,NO3,Oil_Grease
1361,L10008630999,Maricopa West Pond Influent W-1 (1804904-07),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,11/5/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/7005715429/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,22000,14000,,7.09,1464,<1.98,<1.12,,7800,30,150,73,120,4700,98,37,3.2,0.99,150,160,6.8,-50.4,-3.34,61,,<22.2,20
1362,L10008630999,Maricopa West Pond Effluent P-3 (1900963-03),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,2/12/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/9100893497/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,23000,15000,,7.97,1464,<1.98,<1.12,,8500,99,280,110,120,4900,99,31,7.7,0.14,200,110,17,-46.1,-2.62,118.34,,<4.43,10
1363,L10008630999,Maricopa West Pond Influent W-1 (1900963-04),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,2/12/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/9100893497/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1500,1500,<3.3,<3.3,,22000,14000,,6.71,1830,<1.98,<1.12,,7300,28,83,40,150,4900,100,30,3.9,0.21,120,150,4.9,-48.8,-3.11,146.4,,<4.43,15
1364,L10008630999,Maricopa West Pond Influent W-1 (1902277-01),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/6/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/7624742984/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),2100,2100,<3.3,<3.3,,31000,20000,,6.74,2562,<1.98,<1.12,,11000,<5.0,230,350,160,6700,61,70,5.7,3.9,140,260,18,-50.9,-4.77,95.16,,<22.2,61
1365,L10008630999,Maricopa West Pond Effluent P-1 (1902277-02),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,5/6/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/7624742984/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,26000,16000,,8.02,1464,<1.98,<1.12,,8800,79,330,120,160,5500,120,44,7.3,0.094,140,220,20,-37,-0.4,93.94,,<22.2,19
1366,L10008630999,Maricopa West Pond Effluent P-5 (1904266-01),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,8/28/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8642020106/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),840,840,<3.3,<3.3,,33000,23000,,7.81,1024.8,<1.98,<1.12,,11000,110,230,180,160,6900,130,72,7.5,0.059,32,290,21,-28.6,1.89,71.98,,<22.2,22
1367,L10008630999,Maricopa West Pond Influent W-1 (1904266-02),,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA WEST FACILITY",Kern,8/28/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8642020106/WDR100037556.PDF,PDF,MDL,NAD 83,35.062913,-119.37929,CENTROID OF FACILITY (APPROXIMATE),1100,1100,<3.3,<3.3,,18000,11000,,6.81,1342,<1.98,<1.12,,5600,55,96,41,120,3900,110,39,1.9,0.12,110,170,3.8,-54.9,-3.72,134.2,,<22.2,18
1368,WDR100037556,Maricopa East Pond Influent E-1 (1804037-03),Sample of influent to CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,9/17/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5827542245/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,36000,25000,,6.61,1464,<1.98,<1.12,,14000,2.8,430,280,89,8600,52,44,7.6,6.3,340,210,17,-46.1,-4.26,84.18,,<4.43,11
1369,WDR100037556,Maricopa East Pond Effluent P-3 (1804037-04),Sample from pond which has contained wastewater the longest,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,9/17/2018,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/5827542245/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),780,780,<3.3,<3.3,,70000,49000,,7.81,951.6,<1.98,<1.12,,30000,<5.0,230,490,200,17000,120,110,15,0.2,5,650,30,6.87,0.9,61,,<22.2,5.5
1370,WDR100037556,Maricopa East Pond Influent E-1 (1804904-02),Sample of influent to CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,11/5/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/7005715429/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,38000,25000,,6.45,1464,<1.98,<1.12,,16000,<5.0,460,240,79,7900,49,63,9.8,6.2,380,250,19,-42.3,-0.37,90.28,,<22.2,7.5
1371,WDR100037556,Maricopa East Pond Effluent P-3 (1804904-05),Sample from pond which has contained wastewater the longest,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,11/5/2018,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/7005715429/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),720,720,<3.3,<3.3,,110000,63000,,7.64,878.4,<1.98,<1.12,,42000,<10,240,570,200,20000,140,100,18,0.2,3.2,520,38,11.7,9.85,41.48,,<44.3,7.7
1372,WDR100037556,Maricopa East Pond Effluent P-2 (1900963-01),Sample from pond which has contained wastewater the longest,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,2/12/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/9100893497/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1000,1000,<3.3,<3.3,,37000,26000,,7.03,1220,<1.98,<1.12,,15000,<5.0,420,270,77,7700,52,61,10,3.8,310,270,19,-41.3,-3.5,86.62,,<22.2,3.9
1373,WDR100037556,Maricopa East Pond Influent E-1 (1900963-02),Sample of influent to CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,2/12/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/9100893497/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1200,1200,<3.3,<3.3,,38000,25000,,6.49,1464,<1.98,<1.12,,15000,<5.0,450,270,79,8000,51,59,10,7.8,420,270,19,-42.5,-3.84,91.5,,<22.2,21
1374,WDR100037556,Maricopa East Pond Influent E-1 (1904266-03),Sample of influent to CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,8/28/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8642020106/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),970,970,<3.3,<3.3,,39000,28000,,6.38,1183.4,<1.98,<1.12,,14000,<5,530,300,97,8900,53,100,7.6,7.4,400,220,17,-43.8,-3.87,91.5,,<22.2,6.1
1375,WDR100037556,Maricopa East Pond Effluent P-1A (1904266-04),Sample from pond which has contained wastewater the longest,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,8/28/2019,https://geotracker.waterboards.ca.gov/esi/uploads/geo_report/8642020106/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),380,380,<3.3,<3.3,,86000,69000,,7.85,463.6,<1.98,<1.12,,17000,<10,520,600,230,21000,130,260,20,1.6,76,1300,38,5.7,9.66,32.94,,<44.3,4.7
1376,WDR100037556,Maricopa East Pond Effluent P-1A (1902338-01),Sample from pond which has contained wastewater the longest,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,6/17/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/7624742984/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),490,490,<3.3,<3.3,,51000,33000,,7.96,597.8,<1.98,<1.12,,19000,11,360,360,150,10000,65,120,8.8,1.1,140,400,21,-22.8,1.01,70.76,,<44.3,6.4
1377,WDR100037556,Maricopa East Pond Influent E-1 (1902338-02),Sample of influent to CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MARICOPA EAST FACILITY",Kern,6/17/2019,https://geotracker.waterboards.ca.gov/getfile?filename=/esi/uploads/geo_report/7624742984/WDR100037556.PDF,PDF,MDL,NAD 83,35.068599,-119.363187,CENTROID OF FACILITY (APPROXIMATE),1100,1100,<3.3,<3.3,,40000,25000,,6.46,1342,<1.98,<1.12,,14000,<10,450,270,110,8000,57,75,8.7,15,460,140,19,-42.4,-3.76,90.28,,<44.3,12
1378,T10000007029,MW-22 (1731345-01),Lockwood Dehy EOB,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, LOCKWOOD LEASE",Kern,11/3/2017,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3504850089/2018-03-05%2C%20Aera%20Energy%2C%20MOCO%20Dehydration%20Plant%2C%20Technical%20Report%20for%20General%20Order%20Number%20Two.pdf,PDF,MDL,NAD 83,35.14066,-119.50774,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2200,2200,<8.2,<8.2,,10300,7100,,,2684,<4.92,<2.79,,2500,66,25,13,45,2500,45,<39,1,0.13,65,<75,2.2,-61.4,-6.55,,,4.43,7.6
1379,T10000007039,MW-76 (1731345-02),Moco Emergency Overflow Basin (EOB),MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MOCO 35 LEASE (PLASTIC-LINED POND 3)",Kern,11/3/2017,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3504850089/2018-03-05%2C%20Aera%20Energy%2C%20MOCO%20Dehydration%20Plant%2C%20Technical%20Report%20for%20General%20Order%20Number%20Two.pdf,PDF,MDL,NAD 83,35.087371,-119.407075,APPROXIMATE CENTROID OF FACILITY,1000,1000,<8.2,<8.2,,15700,10000,,6.63,1220,<4.92,<2.79,,5000,110,70,17,90,3400,110,<31,1.4,0.34,100,<300,4.1,-55.9,-3.8,,,<1.86,21
1380,T10000007031,MW-72 (1731345-03),Moco Sand Basin,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, MOCO 35 LEASE",Kern,11/3/2017,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3504850089/2018-03-05%2C%20Aera%20Energy%2C%20MOCO%20Dehydration%20Plant%2C%20Technical%20Report%20for%20General%20Order%20Number%20Two.pdf,PDF,MDL,NAD 83,35.0868,-119.40656,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),950,950,<8.2,<8.2,,15800,10000,,6.84,1159,<4.92,<2.79,,5100,170,70,17,90,3500,110,<78,2.8,0.69,100,<150,4.3,-56.1,-3.67,,,<1.86,12
1381,T10000008035,Chambers and Mouren (440-108243-1),Waste water sample from Pond #1,COALINGA,"COALINGA OIL FIELD, CHAMBER AND MOURAN LEASE",Kern,4/28/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/anderson/2016_0224_anderson_13267_p1.pdf,PDF,RL,NAD 83,36.150364,-120.371431,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1000,,,,,,4000,,,1300,<2.4,<1.4,11,1200,170,22,5.7,9.5,1300,27,<10,0.099,0.65,49,<10,0.84,,,,,<2.5,
1382,T10000006734,Compass Lease (440-108243-2),Waste water sample from Pond #1,COALINGA,"COALINGA, COMPASS",Kern,4/28/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/anderson/2016_0224_anderson_13267_p1.pdf,PDF,RL,NAD 83,36.1555,-120.410515,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),980,,,,,,9100,,,1200,<2.4,<1.4,64,4100,320,370,150,160,2700,30,<10,0.89,71,1800,<10,6.2,,,,,<2.5,
1383,T10000006735,Continental (440-108243-3),Waste water sample from Pond #1,COALINGA,"COALINGA OIL FIELD, CONTINENTAL LEASE",Kern,4/28/2015,https://www.waterboards.ca.gov/centralvalley/water_issues/oil_fields/information/disposal_ponds/anderson/2016_0224_anderson_13267_p1.pdf,PDF,RL,NAD 83,36.19964,-120.368773,LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),2200,,,,,,4800,,,2700,<2.4,<1.4,11,970,330,23,6.8,17,1700,14,<10,0.043,0.15,<20,<10,1.2,,,,,<2.5,
1384,T10000013206,J.O. # 2A 227-1,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/10/1979,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9407756984/4-20-1979_1QSMR_4-23-1979.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,192,172,20,,29,560,370,,8,210,12,,,92,8.6,7.6,2.4,,140,0.8,,,,,,,,,,,,
1385,T10000013206,#79295,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,7/20/1979,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9235278069/8-31-1979_2Q-SMR_9-4-1979.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,450,302,,,,,,,72,,,,,,0.19,,,,,,,,,,,,
1386,T10000013206,#79639,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/17/1979,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8333343982/11-6-1979_QSMR_11-7-1979.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,665,424,,,,,,,85,,,,,,0.21,,,,,,,,,,,<2.22,
1387,T10000013206,#80001,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,1/2/1980,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/1872109532/3-5-1980_Q-SMR_3-6-1980.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,185,185,,,,550,385,,7.5,226,<0.10,<0.10,,116.985,8,8.4168,1.0935,54.74,133.8018,0.87,,,,,,,,,,,<0.44,
1388,T10000013206,2A 1397,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,7/11/1980,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5926239490/7-29-1980_2Q-SMR_7-30-1980.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,18,600,525,,7.5,,,,,246,87,5.6,0.83,,145,0.3,,,0.06,,,,,,,,3.2,
1389,T10000013206,Deer Creek Lease (2A-1613),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/13/1980,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7394424915/10-29-1980_Q-SMR_10-30-1980.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,189,189,,,16,720,700,,7.8,230,,,,92,<5,4.6,1,,190,14,,,<0.05,,,,,,,,124,
1390,T10000013206,Deer Creek Lease (2A 1826),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,1/28/1981,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3717500984/2-10-1981_Q-SMR_2-11-1981.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,200,200,,,18,603,510,,7.73,244,,,,85,<5,5.4,1,,140,0.1,,,0.18,,,,,,,,2.6,
1391,T10000013206,2A-1993,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/16/1981,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5082569956/5-4-1981_Q-SMR_5-5-1981.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,183,183,,,24,509,445,,7.83,223,,,,71,11,8,1,,105,0.4,,,<0.05,,,,,,,,1.7,
1392,T10000013206,Terra Bella Lease (2A 2473),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/13/1981,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/1492193937/10-22-1981_Q-SMR_10-23-1981.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,580,410,,,,,,,210,,,,,,0.42,,,,,,,,,,,,
1393,T10000013206,Deer Creek (2A 2886),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/22/1982,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/6034954249/5-13-1982_Q-SMR_5-14-1982.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,173,173,,,29,510,302,,7.6,211,,,,64,6,8.8,1.6,,120,0.3,,,0.04,,,,,,,,16,
1394,T10000013206,Deer Creek (2A 3326),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/14/1982,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8695738852/10-26-1982_Q-SMR_10-27-1982.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,205,205,,,18,640,500,,7.6,250,,,,78,<5,6,0.81,,140,0.42,,,0.06,,,,,,,,<1.0,
1395,T10000013206,DEER CREEK LEASE (11687),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,6/30/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2416107654/7-11-1987_Q-SMR_7-13-1987.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,230,230,,,26.71,640,470,,7.69,280,,,,70,8,9,0.9,1.1,140,0.6,,,,,,,,,,,,
1396,T10000013206,Deer creek lease (13024),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,11/9/1987,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2534298121/2-13-1988_Q-SMR_2-17-1988.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,213,213,,,32.2,630,370,,7.97,260,,,,71,14,8.3,0.83,1.4,133,0.5,,,,,,,,,,,,
1397,T10000013206,HASTINGS LEASE-DEER CREEK OILFIELD (7498-1),wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,9/25/1989,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7019878566/10-5-1989_Q-SMR_10-10-1989.pdf,PDF,DLR,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,625,,,,,,,,64.2,,,,,,0.65,,,,,,,,,,,,
1398,T10000013206,M-151-R,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,2/27/1990,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7633739650/2-27-1990_Q-SMR_4-13-1990.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,630,,,,,,,,59,,,,,,0.64,,,,,,,,,,,,
1399,T10000013206,M-228-R,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/5/1990,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5949410557/4-5-1990_Q-SMR_4-13-1990.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,640,,,,,,,,59,,,,,,0.86,,,,,,,,,,,,
1400,T10000013206,M-427-R,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,7/5/1990,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/4051697254/7-5-1990_Q-SMR_7-20-1990.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,620,,,,,,,,59,,,,,,0.79,,,,,,,,,,,,
1401,T10000013206,M-550-R,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,9/27/1990,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8695876181/9-27-1990_Q-SMR_10-10-1990.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,620,,,,,,,,58,,,,,,0.71,,,,,,,,,,,,
1402,T10000013206,M-021-S,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,1/7/1991,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/6288463771/1-7-1991_Q-SMR_1-14-1991.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,570,,,,,,,,57.7,,,,,,0.53,,,,,,,,,,,,
1403,T10000013206,M-091-S,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/5/1991,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2358275473/4-5-1991_Q-SMR_4-15-1991.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,578,,,,,,,,56.2,,,,,,0.53,,,,,,,,,,,,
1404,T10000013206,M-382-S,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/8/1991,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/4797481715/Q-SMR_10-8-1991.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,630,,,,,,,,63,,,,,,0.67,,,,,,,,,,,,
1405,T10000013206,M-012-T,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,1/10/1992,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/7884810507/Q-SMR_1-10-1992.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,582,,,,,,,,57.9,,,,,,0.62,,,,,,,,,,,,
1406,T10000013206,M-163-T,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/20/1992,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/5230730354/4-20-1992_Q-SMR_4-27-1992.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,636,,,,,,,,58,,,,,,0.69,,,,,,,,,,,,
1407,T10000013206,M-299-T,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,7/8/1992,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3686659872/Q-SMR-7-8-1992.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,650,,,,,,,,71.7,,,,,,0.66,,,,,,,,,,,,
1408,T10000013206,M-463-T,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/6/1992,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/1751006186/10-6-1992_SMR_10-13-1992.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,662,,,,,,,,81,,,,,,0.67,,,,,,,,,,,,
1409,T10000013206,M-007-U,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,1/7/1993,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2521227180/1-7-1993_Q-SMR_1-15-1993.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,660,,,,,,,,76,,,,,,0.63,,,,,,,,,,,,
1410,T10000013206,M-199-U,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/6/1993,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/3054219126/4-6-1993_Q-SMR_4-20-1993.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,644,,,,,,,,96,,,,,,0.64,,,,,,,,,,,,
1411,T10000013206,M-378-U,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,7/7/1993,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8026962757/7-7-1993_Q-SMR_7-15-1993.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,668,,,,,,,,101,,,,,,0.72,,,,,,,,,,,,
1412,T10000013206,M-496-U,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,10/1/1993,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/9716643393/10-1-1993_Q-SMR8.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,690,,,,,,,,96,,,,,,0.63,,,,,,,,,,,,
1413,T10000013206,M-024-V,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,1/10/1994,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/1797657847/1-10-1994_Q-SMR.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,760,,,,,,,,86.6,,,,,,0.61,,,,,,,,,,,,
1414,T10000013206,M-198-V,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,4/11/1994,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/1953096687/4-11-1994_Q-SMR_4-20-1994.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,698,,,,,,,,96,,,,,,0.71,,,,,,,,,,,,
1415,T10000013206,M-326-V,wastewater sample,DEER CREEK,"DEER CREEK OIL FIELD, HASTING LEASE",Tulare,7/14/1994,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/2132231771/7-14-1994_Q-SMR_7-25-1994.pdf,PDF,NA,NAD 83,35.984726,-119.046087,CENTROID OF FACILITY,,,,,,735,,,,,,,,96.1,,,,,,0.74,,,,,,,,,,,,
